I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,255,255,255,255,176,255,255,0,0,0,0,0,0,0,0,255,249,255,255,255,162,211,255,255,0,0,0,0,0,0,0,255,255,255,255,56,255,255,255,180,0,0,0,0,0,0,169,255,255,255,255,255,255,238,0,0,0,0,0,0,0,0,255,255,28,255,255,255,255,205,28,0,0,0,0,0,0,0,238,28,255,70,229,233,255,255,255,223,0,0,0,0,0,0,255,28,233,28,255,255,255,84,44,0,0,0,0,0,0,0,255,255,255,113,255,255,193,44,17,0,0,0,0,0,0,0,152,255,176,255,255,77,114,0,0,0,0,0,0,0,0,0,26,255,255,255,227,52,255,0,0,0,0,0,0,0,0,0,0,28,255,227,87,63,32,0,0,0,0,0,0,0,0,0,7,28,28,28,28,0,1,0,0,0,0,0,0
W,0,0,0,0,0,0,21,255,0,0,0,0,0,0,0,0,0,0,255,24,0,0,9,255,0,0,0,0,255,0,0,0,0,0,2,24,0,0,0,255,255,0,0,241,140,0,0,0,0,0,0,255,0,0,0,255,255,0,0,255,255,0,0,0,0,0,0,96,255,0,0,96,210,0,175,24,24,0,0,0,0,0,0,247,255,151,0,255,255,0,255,255,135,0,0,0,0,0,0,0,255,255,255,255,255,255,154,255,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,24,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,24,255,255,255,255,255,190,255,255,255,0,0,0,0,0,0,1,255,255,255,255,241,255,255,255,24,0,0,0,0,0,0,0,255,255,255,12,59,88,255,255,24,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,17,0,0,0,0,0,0,0,0,255,255,255,255,99,255,255,0,0,0,0,0,0,0,0,0,251,255,255,149,255,255,255,0,0,0,0,0,0,0,0,0,18,12,58,58,0,24,2,0,0,0,0,0
Y,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,255,0,0,0,0,0,0,0,255,255,0,0,0,0,255,255,255,121,255,255,255,0,0,255,255,0,0,0,0,0,255,255,255,255,255,195,255,0,0,255,26,0,0,0,0,0,58,255,255,255,17,255,255,91,255,199,0,0,0,0,0,0,255,181,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,26,255,255,255,255,255,80,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,17,255,255,198,21,255,26,212,0,0,0,0,0,0,0,64,17,255,255,255,255,26,255,26,0,0,0,0,0,0,0,0,255,255,255,17,255,255,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,26,255,255,255,255,80,0,0,0,0,0,0
Z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,255,0,0,0,0,0,0,0,178,0,255,0,0,0,0,255,0,0,0,0,0,0,0,178,255,255,86,255,255,0,255,34,0,0,0,0,0,0,255,255,34,255,255,255,255,255,255,0,0,0,0,0,0,0,255,158,255,131,255,255,158,255,19,0,0,0,0,0,0,10,56,255,255,255,255,255,255,255,0,0,0,0,0,0,0,10,255,255,209,10,255,255,207,0,0,0,0,0,0,0,10,255,148,117,117,10,131,34,0,0,0,0,0,0,0,0,241,255,255,10,10,25,48,1,0,0,0,0,0,0,0,0,255,255,10,255,255,10,10,0,0,0,0,0,0,0,0,0,7,255,255,10,10,255,80,0,0,0,0,0,0,0,0,0,255,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,255,34,148,0,0,0,0,0,0,0,0,0,0,2,10,10,209,0,10,0,0,0,0,0,0,0,0,0
J,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,255,255,0,255,255,0,0,0,0,0,0,0,0,0,0,0,240,255,255,241,255,255,0,0,0,0,255,94,0,0,0,255,16,255,255,255,255,255,0,0,0,0,0,255,35,255,255,255,255,210,255,255,255,16,0,0,0,0,0,21,255,255,255,255,255,255,29,255,255,0,0,0,0,0,0,0,150,255,255,255,255,255,255,255,121,0,0,0,0,0,0,0,0,240,240,255,255,240,255,255,255,239,0,0,0,0,0,0,0,0,255,255,180,12,255,255,255,5,0,0,0,0,0,0,0,0,183,12,255,255,255,255,255,11,0,0,0,0,0,0,0,0,0,21,255,255,255,253,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,118,255,112,0,0,0,0,0,0,0,0,0,0,0,209,255,255,12,0,22,0,0,0
H,0,0,0,0,8,0,0,0,0,0,0,0,19,255,0,0,0,0,0,0,26,0,0,0,0,0,0,0,251,40,0,0,0,0,0,0,255,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,255,207,0,0,0,0,0,0,255,255,0,0,0,0,0,0,255,207,0,0,0,0,0,0,255,255,0,0,0,0,0,0,224,130,0,255,255,255,255,255,26,155,0,0,0,0,0,4,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,215,26,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,158,255,255,255,255,255,255,182,255,255,0,0,0,0,0,0,213,255,43,213,255,255,255,255,255,255,0,0,0,0,0,0,255,244,33,255,255,255,33,33,255,0,0,0,0,0,0,0,255,255,161,255,158,230,161,224,255,0,0,0,0,0,0,47,255,33,255,33,255,255,47,203,0,0,0,0,0,0,0,175,102,33,255,33,186,255,255,0,0,0,0,0,0,0
M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,135,0,0,0,0,0,0,0,0,0,0,0,0,14,255,255,255,255,0,0,0,0,0,0,0,0,0,0,135,14,255,255,255,14,14,0,0,0,0,0,0,0,0,11,255,135,135,255,255,255,255,255,255,255,0,0,0,0,0,187,14,255,255,255,255,255,255,255,255,255,144,0,0,0,14,135,14,255,255,255,255,255,255,255,255,255,220,0,0,0,7,14,135,255,255,255,255,255,255,135,255,255,255,33,0,0,14,14,14,14,255,255,255,255,255,255,255,255,255,255,0,0,135,14,255,255,255,255,14,255,255,255,255,255,144,0,0,0,14,14,255,255,255,0,255,255,255,255,255,255,144,0,0,0,14,82,255,255,217,144,255,255,255,255,255,0,0,0,0,0,7,150,7,255,52,255,255,255,255,255,33,0,0,0,0,0,14,0,127,135,255,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,143,18,0,143,156,255,0,0,0,0,0,0,0,0,0,0,3,122,95,35,3,255,255,18,0,0,0,0,0,0,0,0,255,255,18,92,177,186,186,0,0,0,255,255,0,0,0,0,255,0,53,255,214,255,255,255,0,255,76,0,0,0,0,0,33,49,0,0,0,255,255,255,18,255,2,0,0,0,0,0,255,255,18,255,255,255,255,255,255,113,0,0,0,0,0,0,18,255,18,18,255,255,255,255,255,0,0,0,0,0,0,0,255,255,76,57,18,255,80,11,2,0,0,0,0,0,0,0,18,255,226,255,255,255,255,0,0,0,0,0,0,0,0,0,255,18,47,255,112,112,0,0,0,0,0,0,0,0,0,0,18,18,255,92,162,0,0,0,0,0,0,0,0,0,0,0,15,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0
R,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,223,255,30,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,171,255,106,0,0,0,0,0,0,0,0,0,185,255,0,255,255,255,242,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,255,255,255,255,255,255,255,30,234,0,0,0,0,0,0,0,255,157,30,30,255,255,255,255,255,0,0,0,0,0,0,159,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,225,255,255,255,255,255,225,255,255,32,0,0,0,0,0,0,255,255,255,15,255,255,255,225,255,15,0,0,0,0,0,0,255,255,255,138,255,255,255,255,165,30,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,30,255,255,255,255,58,255,32,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,165,255,255,255,0,255,0,0,0,0,0,0,0
B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,241,80,0,0,0,0,0,0,0,0,0,0,0,0,6,155,126,26,26,26,0,0,0,0,0,0,0,0,0,255,255,255,23,197,255,255,0,0,0,0,0,0,0,0,255,255,255,69,255,212,212,212,0,0,0,0,0,0,0,0,26,158,255,155,255,126,255,255,0,0,0,0,0,0,0,0,240,255,255,255,240,251,255,255,26,0,0,0,0,0,0,255,255,255,255,182,255,255,255,255,255,0,0,0,0,0,64,255,255,255,255,255,255,255,255,183,97,0,0,0,0,0,200,255,255,255,255,92,255,255,255,255,255,0,0,0,0,0,124,255,255,255,81,255,255,255,23,0,0,0,0,0,0,0,255,255,255,255,255,255,255,103,0,0,0,0,0,0,0,0,208,69,255,255,255,255,255,212,155,0,0,0,0,0,0,0,179,255,255,255,255,126,112,0,0,0,0,0,0,0,0,0,255,37,255,23,17,1,0,0,0,0,0,0,0,0,0,23,23,182,23,18,0,0,0,0,0,0,0,0,0,0
